Function,N,Boundary condition,Worst,Best,Std. dev.
Rosenbrock,20,Mirroring,165.0568489390376,16.738417795369806,15.36560810641149
Rosenbrock,20,Restarting,1361.6212316118526,20.86838208355804,112.84319093820196
Rosenbrock,20,Teleporting,1867.9234139782543,90.41133869250994,197.0125698340244
Rosenbrock,30,Absorbing,28.934116934616288,28.765902950392693,0.028887138101181556
Rosenbrock,30,Reflecting,28.95780528975221,25.062320814649855,0.6377644012484157
Rosenbrock,30,Damping,28.975424818868408,26.87804006793064,0.587963226045326
Rosenbrock,30,Invisible,1396.813248664563,116.14260421557326,154.25373799902587
Rosenbrock,30,Invisible/Damping,1223.2507426212323,58.2052650958242,146.32779169565342
Rosenbrock,30,Invisible/Reflecting,1650.1108886914685,78.91101209111238,153.6073203904783
Rosenbrock,30,Mirroring,110.01139057561913,26.424944112804997,7.446679357507208
Rosenbrock,30,Restarting,1215.5832002826344,26.562176444358574,89.733324140428
Rosenbrock,30,Teleporting,1235.5101950100002,169.1870736657244,139.5840408420846
Rosenbrock,50,Absorbing,48.89033093685124,48.48911314898629,0.07795378332940715
Rosenbrock,50,Reflecting,48.84882878617513,36.201082336262424,2.6458390138112913
Rosenbrock,50,Damping,48.85806683500439,46.79923562430922,0.5573864975676004
Rosenbrock,50,Invisible,1146.0086297010132,232.0818857040984,111.65097948586153
Rosenbrock,50,Invisible/Damping,1542.4717952460658,104.0390621933561,161.3739706750566
Rosenbrock,50,Invisible/Reflecting,1214.3888243567462,138.03757557005457,112.93104265516993
Rosenbrock,50,Mirroring,95.78452259845986,46.042435713716614,3.4274104187675727
Rosenbrock,50,Restarting,1276.185789341461,44.83362717839843,83.06563613289087
Rosenbrock,50,Teleporting,1310.0950238320584,271.7667275182967,153.77654980316447
Ackley,20,Absorbing,9.298393062936995,4.159963506414226,0.681045879700023
Ackley,20,Reflecting,9.813505516653109,2.093579992336916,0.8881855536725122
Ackley,20,Damping,9.865124185165964,3.5682712243948025,0.6249651863244956
Ackley,20,Invisible,20.62639079038925,9.328448819790811,3.265194083281533
Ackley,20,Invisible/Damping,20.0860201939212,6.179691998610124,3.698811279201205
Ackley,20,Invisible/Reflecting,20.842521300955458,7.844609456742937,3.4332278121944673
Ackley,20,Mirroring,14.51466166303113,2.8426872469144895,1.6771076147663362
Ackley,20,Restarting,20.951563691340866,1.505138983113231,3.699855912568903
Ackley,20,Teleporting,20.848032672722862,14.954597672922281,1.6900463473724172
Ackley,30,Absorbing,7.98140928972227,3.5233759490326477,0.4561340739011048
Ackley,30,Reflecting,8.408537901820095,1.109000395337031,0.6059372617933081
Ackley,30,Damping,7.54048998201124,2.9939389562182663,0.328441197861581
Ackley,30,Invisible,21.08711315791161,10.78944020252248,2.867595944977351
Ackley,30,Invisible/Damping,19.868595052931276,6.379419406910144,3.037310552090192
Ackley,30,Invisible/Reflecting,20.561590774701898,7.997016743934537,3.1360252568918834
Ackley,30,Mirroring,13.814289882599294,3.1001600931870366,1.266927670900706
Ackley,30,Restarting,20.670146805756627,1.6112442092286876,2.779539999260694
Ackley,30,Teleporting,20.97188177076213,15.28726650289332,1.5315580078214408
Ackley,50,Absorbing,7.099600540913369,3.006981910577094,0.4409539827493011
Ackley,50,Reflecting,6.596260520591798,1.292417369743114,0.4036285233189967
Ackley,50,Damping,6.23438292875368,2.7698945325005253,0.21949897978486826
Ackley,50,Invisible,20.300450080901964,12.048938719078048,1.8508731838535593
Ackley,50,Invisible/Damping,19.653563421212322,6.388423035967467,2.778974047493587
Ackley,50,Invisible/Reflecting,20.73133123475518,8.57546428429316,2.557760364372458
Ackley,50,Mirroring,12.069656298171726,3.3607706863115725,0.7780790391015641
Ackley,50,Restarting,20.053321365405502,1.8564377362357187,1.9834877244678273
Ackley,50,Teleporting,20.25365765533916,15.573668639422305,1.1179866919470247
