Function,N,Boundary condition,Worst,Best,Std. dev.
Ackley,30,Invisible/Reflecting,20.918856735846173,7.837018028384364,3.301473932976656
Ackley,30,Mirroring,12.0377213190463,3.0121456834891434,1.0162754738110071
Ackley,30,Restarting,20.519934114046656,1.612408123063048,2.690276040323486
Ackley,30,Teleporting,20.798113798658672,14.843091031415582,1.6286138225467457
Ackley,50,Absorbing,5.92575999531042,3.014404858737599,0.34731502533906816
Ackley,50,Reflecting,6.104675122002516,1.3130520307116684,0.33550753075378215
Ackley,50,Damping,6.030474205135603,2.4115480683441266,0.24306970532216243
Ackley,50,Invisible,20.428605170999315,12.345696079104192,1.9122269499888371
Ackley,50,Invisible/Damping,19.65499125226342,6.3078797325752225,2.5860223723162785
Ackley,50,Invisible/Reflecting,20.29059681177145,7.977096612546164,2.638626706444777
Ackley,50,Mirroring,8.803880845880382,3.1858142287492024,0.5477287710655577
Ackley,50,Restarting,20.21251603947404,2.115170604562084,1.9232542001906037
Ackley,50,Teleporting,20.014978830099643,14.50722337296266,1.3295675666658542
