Function,N,Boundary condition,Worst,Best,Std. dev.
Rosenbrock,50,Restarting,1522.4964977414215,0.19552509400628956,89.7653383730114
Rosenbrock,50,Teleporting,1759.0315250549843,1.0648499047087936,174.58298083950214
Ackley,20,Absorbing,8.898458679665584,0.24614686097045935,1.061990958297246
Ackley,20,Reflecting,8.24154342103946,2.1625890217349393,0.8880202458558017
Ackley,20,Damping,8.138139565399802,4.069434773858945,0.462123271049447
Ackley,20,Invisible,20.82114017342363,2.5053110808442085,4.163789122230424
Ackley,20,Invisible/Damping,19.511225229740273,5.48113751543782,2.430383290707391
Ackley,20,Invisible/Reflecting,20.852120093684057,6.309454455417475,2.824016880938826
Ackley,20,Mirroring,18.34332400107383,1.1417524027715729,2.7043559362510106
Ackley,20,Restarting,20.73247824271149,0.17393583210985097,3.4481693336373875
Ackley,20,Teleporting,20.597811287186264,13.652412133195018,1.600145676259918
Ackley,30,Absorbing,6.936787288167203,0.07144323658815965,0.7953744797628293
Ackley,30,Reflecting,6.942200232856972,1.897235590344387,0.7392093073137309
Ackley,30,Damping,8.496505209522713,3.828957403204771,0.4135781761377443
Ackley,30,Invisible,20.62768961294966,1.7054928729735337,3.421074487983457
Ackley,30,Invisible/Damping,19.133507079597113,5.555989221320717,1.9059807483226157
Ackley,30,Invisible/Reflecting,20.662484480884157,6.062909108568018,2.306160788118988
Ackley,30,Mirroring,17.21973086904853,0.8341135334149161,2.2618061821739763
Ackley,30,Restarting,20.522029899346062,0.08177563230434659,2.9206448302038583
Ackley,30,Teleporting,20.53680026472744,12.966608894222,1.643082328232516
Ackley,50,Absorbing,7.235258561193987,0.04993851579678621,0.7230876332892409
Ackley,50,Reflecting,6.247336981939188,1.2435036513846784,0.5591073027603434
Ackley,50,Damping,6.73687588129754,3.827694574793064,0.2335032601512453
Ackley,50,Invisible,20.58348022691674,1.1313958270894733,2.809497535007569
Ackley,50,Invisible/Damping,18.812165111287605,5.214286596517398,1.4694262372566738
Ackley,50,Invisible/Reflecting,20.46428868301417,5.891771910461044,1.8615535508848133
Ackley,50,Mirroring,14.632066935650192,0.706310025173916,1.673561773574662
Ackley,50,Restarting,20.3323744658101,0.04397871927474073,2.8333079419533886
Ackley,50,Teleporting,20.11702208246469,14.194206572037256,1.072755598050169
